13 31 73
7	94	58	56	72	53	77	42	67	74
11	54	65	58	56	61	2	51	26	45
84	8	34	99	72	68	100	89	80	94
17	71	45	10	54	21	66	26	98	25
50	59	44	55	44	96	90	56	90	10
13	96	51	45	49	85	83	45	36	31
63	68	73	76	91	52	51	59	60	43
32	79	83	19	8	27	76	75	53	13
72	76	66	20	17	89	67	15	94	19
38	54	7	79	2	98	56	89	53	9
63	75	25	31	44	80	16	12	24	23
33	82	14	85	93	93	9	83	83	99
46	61	45	43	35	92	22	15	84	3
82	26	97	56	47	99	45	10	42	29
92	13	55	9	89	41	97	62	26	90
33	72	54	24	72	34	3	76	19	70
10	87	59	78	53	11	21	58	16	92
94	82	34	12	21	10	20	67	61	4
25	88	20	25	3	41	46	87	5	82
10	61	36	18	24	53	6	47	60	26
30	21	27	67	72	41	37	45	71	33
31	42	1	32	76	67	3	78	14	54
28	25	56	14	7	51	96	48	61	52
68	12	62	67	45	24	11	27	28	7
83	69	99	91	93	72	34	46	28	50
81	2	71	7	64	98	90	65	3	19
40	65	99	29	16	59	22	20	38	80
4	14	97	94	76	74	63	88	67	76
82	95	63	7	18	58	55	77	88	17
38	44	83	29	72	21	37	62	85	36
88	6	89	34	62	75	21	87	48	53
4	59	39	17	61	36	21	88	97	91
100	72	88	84	60	86	97	88	91	56
66	81	73	76	68	73	86	70	61	19
73	40	44	48	43	53	82	51	33	20
68	99	54	44	63	7	23	31	81	75
45	48	61	89	78	42	49	45	40	57
1	24	52	90	52	87	67	86	29	80
66	58	20	33	79	68	44	11	1	45
25	23	87	36	56	31	39	40	40	88
33	51	11	25	2	48	69	63	30	34
67	48	93	4	100	42	68	79	14	75
89	94	5	32	72	47	75	53	99	73
42	19	97	54	49	77	77	23	64	96
86	6	38	34	66	66	99	11	67	56
48	5	33	40	37	43	33	13	52	56
2	16	73	19	46	36	65	25	65	62
27	100	67	96	91	5	25	23	50	41
38	64	99	57	51	12	88	73	67	26
27	93	56	98	100	34	88	2	36	68
85	64	3	79	12	54	66	34	97	22
73	88	15	90	37	26	55	18	38	15
44	43	100	8	52	62	47	56	66	99
80	78	63	64	13	41	20	85	75	77
52	74	44	7	46	59	80	45	72	80
65	3	4	36	21	25	68	32	81	94
21	89	51	96	73	38	84	40	45	49
29	67	91	3	78	21	27	56	20	89
12	1	46	57	18	80	59	53	38	10
100	80	49	70	75	65	87	2	25	26
76	22	34	7	8	41	70	30	39	99
55	24	52	80	22	19	80	89	100	9
49	69	41	58	29	61	75	20	45	31
27	8	33	62	74	39	75	77	37	71
97	81	85	89	41	68	34	32	5	1
91	95	67	3	38	50	48	36	8	97
86	35	38	54	84	10	20	3	5	87
80	42	24	92	9	7	32	63	52	27
34	21	85	92	64	4	63	66	24	49
47	70	87	17	14	11	44	18	23	97
48	98	29	4	39	32	25	59	68	64
50	9	18	9	64	67	56	83	83	54
3	71	52	56	7	7	17	13	93	58
58	48	99	4	32	100	70	60	96	81
49	52	50	4	84	71	99	27	60	64
92	88	95	89	10	12	86	11	59	61
57	28	21	61	21	22	4	56	53	96
59	47	30	44	63	23	92	51	43	92
78	1	17	25	86	41	88	66	43	63
97	37	78	74	6	73	78	13	42	44
73	84	52	88	82	40	88	11	98	52
17	76	59	39	71	68	51	57	50	69
80	90	11	81	42	53	59	57	8	87
46	33	61	50	22	8	8	33	34	28
3	32	64	16	52	53	95	1	24	78
69	73	23	43	91	65	64	70	52	22
96	59	47	68	52	64	85	28	33	20
19	37	30	55	69	84	87	4	69	55
12	16	21	4	98	97	52	86	56	49
2	28	90	62	29	16	87	34	83	45
13	95	83	72	97	63	7	13	25	82
58	11	59	86	57	65	83	59	74	9
24	58	5	45	93	20	93	63	61	59
46	29	69	41	61	57	17	6	88	74
100	4	38	54	17	61	40	37	89	26
42	60	21	32	6	4	9	42	18	92
83	69	10	81	72	74	13	74	41	50
36	88	83	80	98	15	82	59	37	87
13	87	17	28	90	8	68	39	17	79
58	84	11	14	86	27	28	21	13	85
3	59	71	56	5	59	57	75	31	25
63	10	15	65	21	53	90	73	93	4
94	42	35	95	83	4	9	19	74	58
14	16	47	77	16	70	51	37	30	100
17	7	88	93	64	72	29	6	40	46
19	78	50	86	40	10	73	26	53	70
88	55	75	83	76	25	41	82	6	19
41	82	99	84	52	97	4	83	80	61
90	82	17	73	10	76	85	54	52	58
11	61	42	32	94	36	78	8	77	32
68	56	25	86	93	14	55	99	63	54
10	36	68	89	94	28	33	45	39	16
71	57	23	82	99	22	56	82	85	26
9	92	35	82	18	53	86	18	82	58
80	52	68	27	73	24	28	65	99	2
38	54	30	10	50	31	61	70	4	82
23	52	21	35	8	28	10	23	5	55
47	4	9	9	49	68	82	50	74	100
46	22	50	92	82	55	6	8	67	99
99	17	59	41	36	55	48	66	57	51
4	42	9	56	91	38	70	80	17	31
82	61	29	81	10	62	26	17	7	39
48	8	34	86	9	87	72	97	3	74
20	32	49	50	65	55	22	9	14	23
9	62	12	71	77	97	2	78	57	10
32	47	39	5	27	7	29	6	65	18
82	37	35	23	100	31	65	81	45	52
44	80	80	97	7	39	46	22	80	82
14	89	53	41	39	64	91	59	88	7
61	71	95	44	24	83	26	8	23	88
56	68	24	8	56	11	46	35	28	90
32	43	27	61	79	23	41	92	44	59
6	95	100	55	76	58	86	81	54	1
85	84	32	35	41	74	1	98	89	82
71	8	5	33	22	75	34	91	5	78
20	90	57	68	93	50	92	73	92	85
28	24	51	92	31	39	26	44	21	84
50	83	43	48	66	91	92	93	10	36
53	92	54	88	47	66	96	73	99	39
48	28	72	50	45	39	64	35	51	74
16	52	85	37	96	87	10	45	64	91
34	22	37	38	88	70	32	11	2	3
86	71	39	11	67	80	93	95	57	80
39	50	15	81	3	52	77	49	79	83
44	17	31	97	99	26	41	30	31	8
93	57	29	76	18	91	58	95	47	13
25	60	5	54	85	40	4	91	5	14
12	62	96	20	62	30	43	21	59	88
31	15	82	93	30	54	33	20	53	43
43	37	84	10	9	15	51	3	71	27
52	7	28	85	54	9	19	68	50	32
66	11	17	61	26	84	47	88	11	5
76	42	81	65	34	93	64	49	96	78
26	7	63	7	76	4	71	43	87	25
63	65	75	62	59	52	69	97	82	51
51	55	56	58	85	64	39	47	55	39
86	52	38	75	60	5	47	36	18	35
27	73	20	86	43	84	82	22	33	97
6	94	17	9	85	87	23	18	10	72
87	68	74	47	31	36	23	89	39	17
5	10	48	44	84	53	38	70	52	39
64	100	90	51	40	69	26	98	34	89
10	42	2	92	40	64	79	52	53	88
52	33	2	18	89	12	91	97	78	21
44	86	84	71	59	69	57	16	75	82
49	43	2	66	96	78	70	16	20	51
51	54	86	95	47	34	48	87	72	33
87	40	37	23	34	14	16	81	47	52
35	28	61	71	17	25	49	87	70	37
64	7	29	38	24	80	61	79	93	37
81	71	65	57	75	27	73	3	45	1
91	58	56	8	21	29	19	50	11	100
33	74	19	100	39	41	19	96	51	75
44	74	29	25	80	4	20	28	59	20
21	39	6	18	36	13	25	35	66	97
95	15	56	82	41	7	58	44	82	97
37	98	78	59	13	71	12	39	17	92
70	42	73	34	94	32	49	51	95	52
4	47	28	7	6	34	3	1	7	46
98	84	30	68	33	17	82	81	13	68
30	31	92	77	94	52	41	34	47	24
69	9	21	65	95	55	80	75	96	28
96	84	99	52	21	8	47	99	72	65
53	12	54	83	1	8	63	43	11	61
32	59	95	71	51	19	28	61	68	71
40	80	43	75	85	73	18	32	31	78
5	61	85	69	13	54	70	52	8	46
34	32	88	38	20	23	35	98	95	1
68	34	65	66	48	65	41	77	52	78
53	69	55	56	58	70	96	84	2	77
100	53	78	51	99	46	65	50	37	36
28	61	78	21	22	78	51	8	53	37
90	80	3	34	50	35	94	24	38	43
70	58	43	57	50	59	30	97	90	37
58	15	71	60	31	37	46	66	80	39
97	18	5	23	85	42	20	91	17	40
21	14	67	86	27	49	30	21	41	93
65	8	41	23	48	13	97	94	81	4
54	38	23	82	78	25	93	62	52	11
81	24	20	86	31	92	99	3	34	2
1	87	50	13	95	34	91	31	23	39
76	43	71	5	73	42	47	42	88	35
6	64	16	43	62	35	67	29	48	90
26	55	48	91	11	63	48	89	32	53
66	58	64	71	92	71	74	40	81	47
10	55	80	6	52	17	25	13	36	23
9	90	52	72	9	29	45	1	68	85
3	22	99	36	12	75	60	16	19	51
69	57	9	22	64	36	50	25	36	54
54	95	50	75	86	91	76	44	4	84
69	81	40	88	9	83	11	32	43	94
11	29	24	56	48	78	32	46	61	70
71	3	71	6	71	23	36	71	11	98
64	77	85	52	52	14	82	15	86	42
55	55	13	24	88	84	22	93	87	61
78	38	4	24	42	85	26	22	91	95
10	59	23	29	72	41	77	38	48	76
72	54	31	44	94	91	59	97	28	71
33	49	78	21	42	64	26	87	24	28
89	12	95	6	37	52	57	37	28	43
78	98	72	25	43	42	14	91	100	7
66	89	52	27	47	39	27	80	60	27
3	41	29	54	59	94	92	42	63	34
65	96	47	42	36	36	37	55	86	85
51	26	8	92	42	93	79	66	67	92
75	47	36	67	62	30	49	32	96	12
15	97	99	32	6	3	20	42	26	96
90	21	40	66	93	93	62	94	7	73
50	46	47	12	76	38	33	36	36	62
59	32	75	40	53	60	55	3	5	14
70	88	23	91	8	32	60	94	59	85
2	57	60	13	72	43	88	12	87	89
61	68	52	49	50	46	64	4	29	9
56	59	93	37	10	7	10	26	80	71
33	57	39	35	11	24	81	47	67	23
33	4	63	10	98	89	99	24	33	10
9	30	70	43	81	33	24	59	88	35
32	77	29	82	23	87	6	24	61	58
25	5	46	61	71	23	31	7	53	45
33	16	51	1	75	4	92	15	9	83
29	95	53	37	71	45	84	57	37	89
9	2	1	17	91	99	89	15	46	99
75	99	100	6	6	100	62	90	27	97
66	84	53	17	47	55	52	84	71	17
96	1	35	7	82	56	56	87	34	67
60	33	1	35	67	44	88	27	81	32
32	19	33	59	67	55	31	52	24	82
86	65	86	80	2	77	47	21	5	74
31	78	15	87	35	43	95	37	85	28
50	6	82	56	1	49	61	1	11	88
61	43	19	36	88	72	83	21	10	67
30	81	17	22	69	89	46	66	61	47
56	13	84	62	28	35	99	88	98	98
9	53	76	75	27	93	31	99	16	97
77	10	65	10	54	74	99	97	81	60
53	22	58	15	67	54	88	46	2	96
58	15	100	47	35	56	59	84	67	11
21	2	78	4	1	88	79	2	10	43
98	3	18	100	48	64	31	36	78	5
50	53	20	25	24	85	47	67	59	77
36	40	8	31	28	43	65	21	5	74
45	4	27	70	42	23	81	81	99	75
94	29	45	84	47	8	53	21	43	75
28	73	8	37	32	95	34	27	85	23
39	39	3	76	73	69	69	33	37	94
73	85	94	41	36	5	40	13	27	9
69	43	13	52	38	35	6	7	1	25
69	44	65	19	14	61	80	11	92	93
44	26	49	34	58	26	80	13	13	61
29	20	62	18	48	46	89	42	10	93
19	61	36	67	1	9	56	69	4	10
7	53	47	39	27	45	63	13	95	58
15	33	25	81	42	96	89	17	75	37
36	56	98	41	62	77	97	11	100	56
36	71	35	78	52	92	51	45	51	95
46	83	71	91	31	82	77	82	5	65
38	57	87	25	63	16	44	72	89	51
22	77	35	17	87	62	98	47	7	30
94	45	30	3	54	3	63	35	66	7
47	90	14	80	40	91	77	75	30	30
95	7	6	48	49	12	12	73	89	47
79	80	34	49	5	91	82	60	21	53
23	28	98	96	64	25	28	77	12	56
45	29	15	24	56	95	80	94	69	34
57	21	80	37	74	57	79	93	74	6
74	72	97	86	94	58	12	13	7	2
46	70	71	58	86	5	79	84	24	56
57	47	15	56	38	77	66	15	67	8
51	27	44	96	76	26	52	48	25	63
92	82	60	23	17	79	59	28	18	85
40	50	54	21	16	74	76	82	73	44
22	35	48	89	93	81	88	97	63	75
34	41	38	77	94	38	1	46	86	54
96	75	48	29	83	57	55	67	78	78
37	96	38	61	97	46	99	66	87	73
69	19	47	29	46	88	79	68	17	30
43	86	46	63	36	92	43	74	46	11
31	79	67	82	16	8	28	92	3	4
87	89	59	86	39	12	95	27	6	95
22	56	80	62	36	63	87	95	39	45
62	41	75	63	92	72	78	61	27	34
55	69	4	3	11	12	7	18	81	21
20	11	9	23	28	83	86	4	87	51
100	84	62	48	22	14	81	1	8	99
56	79	14	28	99	7	37	23	24	34
95	94	57	91	91	50	83	92	51	28
26	49	58	27	11	84	3	100	16	23
10	71	91	42	24	3	52	72	39	86
1	92	48	100	29	93	37	14	61	88
71	71	74	36	41	57	32	61	4	73
49	31	73	48	92	65	8	53	18	19
61	37	65	75	79	99	37	96	45	81
23	85	2	29	86	99	94	80	89	4
98	16	15	71	5	67	53	21	71	15
68	76	57	11	47	71	96	66	42	10
38	28	46	74	32	24	53	1	2	65
30	25	26	88	44	78	82	81	97	51
85	98	70	24	22	84	66	69	43	97
56	87	53	28	37	58	35	4	66	9
82	14	54	4	9	6	72	31	70	67
98	59	20	61	29	53	22	86	95	3
12	99	28	18	9	21	40	11	96	11
33	90	64	91	80	62	5	33	66	86
4	29	8	49	58	66	73	100	90	46
5	39	23	15	51	80	87	99	15	78
71	32	61	52	42	73	56	88	97	79
52	34	5	94	83	92	8	48	44	63
24	8	10	25	22	37	88	5	29	100
89	81	60	100	31	60	69	79	49	66
24	62	50	31	37	60	45	93	98	35
76	20	74	39	29	83	18	9	7	99
91	79	92	75	13	97	32	48	75	28
66	25	17	33	9	28	20	37	25	72
84	83	94	46	60	20	23	15	73	98
5	99	99	23	79	92	40	2	85	52
27	75	33	19	31	38	13	1	68	90
54	48	77	97	22	1	49	50	72	21
7	91	91	7	7	12	64	23	52	17
56	61	3	32	8	9	45	4	20	50
15	48	40	61	33	23	8	39	59	94
59	99	48	22	22	78	33	11	74	95
75	1	37	70	14	32	34	55	20	52
62	31	83	13	76	95	85	98	71	90
73	2	94	98	61	71	91	95	59	75
14	63	70	87	52	47	88	92	79	93
6	37	10	3	75	95	27	23	22	100
14	17	59	53	47	37	4	15	86	71
70	25	68	50	80	65	64	29	23	96
56	4	68	49	8	33	17	24	92	13
73	84	76	72	59	25	58	80	62	35
97	95	17	89	94	11	54	63	98	70
58	50	34	25	74	62	21	42	17	48
4	27	31	21	85	97	21	17	52	76
3	56	80	96	35	31	72	13	54	56
13	92	77	97	31	54	42	37	46	53
45	75	81	83	56	86	27	90	43	27
21	50	27	55	32	30	57	7	31	43
13	63	23	1	49	22	38	92	92	5
93	18	23	36	83	80	66	59	46	57
14	1	97	11	29	43	62	24	45	92
13	35	39	36	11	90	44	2	45	84
4	13	32	50	39	53	30	77	19	73
56	12	87	94	44	66	16	15	68	30
68	91	38	69	33	24	50	60	55	65
70	24	50	46	56	53	14	82	14	96
2	28	59	68	20	33	72	45	14	62
48	63	6	93	5	17	93	86	47	58
4	95	19	39	73	3	29	79	47	35
2	53	55	7	52	21	41	4	14	77
39	57	59	14	2	62	58	27	70	27
54	74	81	62	9	12	86	14	99	4
83	9	64	96	49	97	47	18	91	89
38	90	1	87	72	19	14	76	37	30
12	56	67	18	16	44	31	39	98	64
45	63	43	15	100	34	31	73	79	80
73	10	95	62	90	61	14	89	92	19
38	15	33	10	80	59	8	83	19	89
58	42	20	84	46	86	28	88	50	64
11	79	74	3	12	62	84	2	81	40
65	61	73	51	61	42	63	33	5	96
52	80	36	79	9	64	12	42	65	72
66	11	4	29	70	16	62	44	46	30
29	74	1	19	59	68	75	66	41	22
14	4	48	86	42	3	43	75	46	61
33	53	13	79	59	59	24	58	67	44
32	70	20	93	13	13	99	17	82	79
88	65	75	90	16	44	37	32	10	29
85	56	23	95	98	8	33	53	98	30
50	34	52	24	3	75	61	44	50	70
16	8	49	58	38	97	100	14	8	25
4	62	63	9	67	77	29	6	20	86
87	18	93	15	27	6	66	53	14	75
43	50	33	78	78	79	21	44	56	26
72	71	12	68	20	87	45	50	35	46
26	60	6	19	68	56	4	38	78	6
84	51	28	34	51	98	44	23	4	63
62	37	93	1	21	22	23	45	73	70
21	6	51	85	22	35	76	27	86	40
7	75	49	20	22	37	22	29	82	32
78	42	31	43	36	39	56	47	37	87
30	24	59	4	26	69	56	59	50	80
54	98	48	94	43	25	50	82	90	73
93	66	83	37	91	47	61	6	52	79
54	30	19	1	30	60	73	78	4	96
39	35	39	96	7	8	81	33	49	48
49	4	36	2	34	88	58	66	38	9
46	63	47	85	45	37	30	83	75	78
66	97	59	90	34	79	93	89	100	92
35	99	90	28	35	4	95	100	77	82
76	29	26	9	63	67	85	93	65	26
17	2	14	74	71	44	85	16	9	56
38	50	72	57	99	58	60	79	36	90
1	65	65	29	95	21	9	58	93	82
14	43	87	25	92	5	87	54	1	57
72	11	76	28	19	61	58	48	23	96
58	86	54	28	27	70	77	71	39	97
24	60	2	61	79	70	80	19	20	2
33	29	76	41	32	21	62	86	99	27
92	58	82	45	79	21	16	42	46	65
77	37	72	37	16	25	86	85	24	18
3	83	42	61	89	16	66	52	75	15
75	6	97	81	98	4	31	68	33	63
7	97	56	41	67	51	64	30	64	45
58	13	18	85	87	42	18	47	69	48
30	36	10	17	16	50	89	79	9	42
74	49	98	26	71	78	52	87	12	37
85	14	79	61	96	65	72	100	97	30
77	95	91	26	94	40	85	53	89	60
45	35	60	30	90	40	6	99	3	96
22	64	60	89	30	32	11	38	1	45
11	19	80	4	25	1	37	42	92	67
78	21	7	50	63	98	83	20	23	85
12	2	11	20	90	8	61	17	30	61
28	29	17	53	80	90	37	33	58	7
28	24	59	26	21	47	15	68	84	45
64	66	95	80	68	94	11	2	89	72
90	12	8	60	23	53	11	43	45	14
31	47	62	2	5	43	23	53	4	49
65	8	12	14	15	32	79	1	55	57
89	51	11	41	14	54	16	18	97	25
24	80	92	93	5	38	33	69	65	39
98	62	85	34	86	34	58	22	27	52
41	96	16	37	6	43	33	54	96	52
82	43	90	30	21	69	24	42	28	42
58	81	63	6	49	81	30	20	47	81
15	96	61	92	82	18	28	46	31	87
56	55	3	47	48	30	46	85	73	20
53	35	64	11	31	59	12	80	43	45
52	9	22	33	64	43	50	78	82	53
98	80	75	84	46	74	83	65	47	72
19	78	11	53	82	24	53	31	11	35
9	46	56	38	93	31	60	6	18	75
89	62	31	53	34	91	67	35	17	19
26	63	52	79	69	70	94	66	4	98
82	31	6	59	57	24	60	19	84	12
85	9	12	99	18	66	3	98	33	26
74	85	75	89	65	75	8	51	62	65
78	23	29	44	11	2	40	97	55	67
58	46	42	52	56	44	2	87	52	9
90	90	43	35	2	65	33	56	60	99
88	57	40	57	51	15	67	14	89	75
18	44	86	3	80	87	54	21	28	24
38	31	47	98	15	55	43	4	72	68
70	9	90	29	99	28	35	44	76	74
19	91	52	10	62	23	96	82	5	59
88	71	60	64	93	45	48	30	79	85
75	24	37	67	79	14	98	85	74	98
25	13	63	25	76	77	89	68	71	96
15	49	66	20	20	76	87	91	62	94
8	90	22	66	6	7	89	56	53	5
11	78	3	15	9	95	74	95	99	38
80	77	24	54	7	75	87	24	10	56
52	92	97	97	3	34	3	53	52	5
21	18	96	34	80	63	20	98	36	29
91	34	27	83	11	92	92	14	60	19
12	31	80	60	84	82	8	93	79	2
81	55	10	54	79	68	90	72	67	25
8	96	68	85	9	55	34	67	89	33
55	17	44	81	91	97	91	10	15	83
84	32	5	83	5	2	98	42	1	69
1	50	60	58	87	59	8	61	25	84
92	46	14	29	14	95	58	46	52	33
40	53	9	33	48	3	36	66	14	42
84	11	69	68	30	62	44	56	8	79
12	87	40	31	23	97	40	94	60	92
36	99	70	76	86	24	61	64	15	19
7	90	66	87	55	52	93	78	13	3
84	21	3	20	83	56	31	83	97	100
20	31	58	85	26	26	74	80	51	51
16	18	42	69	22	80	80	18	96	67
79	41	91	34	79	27	8	7	60	64
11	13	76	61	6	38	59	48	65	9
64	4	14	78	9	35	92	71	48	98
100	5	29	78	46	2	91	5	71	7
67	97	47	75	71	26	36	87	39	90
72	16	43	31	48	17	33	42	63	53
55	42	71	32	24	70	69	44	64	99
71	6	85	3	85	81	6	13	53	78
38	46	46	16	85	19	22	89	95	55
31	64	42	82	60	5	65	74	78	63
52	94	75	55	58	10	8	92	72	45
75	95	38	18	72	22	80	79	56	1
17	40	50	22	27	76	49	11	67	89
7	100	15	45	97	76	9	30	22	78
96	71	2	97	1	72	16	80	8	21
83	42	9	31	82	2	5	99	43	98
65	50	23	80	79	73	76	63	97	83
58	98	34	30	31	83	51	22	45	31
57	67	21	15	49	6	17	99	80	12
74	19	24	63	69	46	100	29	77	8
65	49	36	18	22	59	68	55	39	40
81	42	84	46	100	92	11	41	65	17
97	66	3	6	98	64	37	90	96	88
46	10	42	64	42	20	95	11	63	72
9	30	49	38	45	97	88	66	17	64
46	73	47	32	100	61	21	29	31	79
77	70	55	65	46	7	61	90	31	16
71	28	79	41	98	7	100	96	50	36
54	29	66	58	44	84	45	82	7	36
45	90	27	76	11	7	87	71	67	15
28	19	33	60	23	28	20	31	82	35
50	79	11	86	29	70	77	19	68	50
19	57	82	30	20	14	91	73	90	87
10	4	39	73	23	72	39	22	70	2
84	67	80	61	77	37	73	22	53	96
59	99	40	62	71	87	99	25	28	48
74	7	77	59	64	73	19	5	71	34
96	4	82	35	9	90	72	16	34	52
56	13	80	63	31	70	63	93	39	68
100	54	94	25	45	95	40	74	10	44
38	9	75	71	66	2	2	72	24	34
90	72	14	56	3	37	69	41	51	94
13	42	29	35	87	73	50	42	92	37
75	41	43	82	38	19	69	42	48	97
74	26	41	66	37	35	67	49	70	93
27	64	21	61	44	53	62	51	33	83
30	11	62	23	55	70	92	48	54	21
60	33	65	90	67	57	17	89	89	74
20	42	53	1	18	61	14	6	71	6
38	9	12	76	20	10	99	6	6	89
56	16	19	82	26	28	21	9	10	80
57	89	61	30	55	85	79	6	8	94
48	20	3	15	74	56	96	83	52	58
28	62	51	31	78	25	15	59	30	77
18	44	86	63	47	8	48	7	28	33
3	38	95	76	74	93	24	32	71	83
28	62	66	74	8	72	71	71	11	92
3	5	8	72	11	20	53	71	38	73
51	35	51	62	88	59	40	40	59	14
16	100	41	69	21	99	30	83	58	31
83	33	34	74	87	35	98	72	77	85
84	8	61	91	68	19	62	56	82	69
54	92	8	6	73	45	5	65	71	84
4	83	73	12	79	98	52	32	60	74
83	52	85	75	36	87	86	9	61	63
24	41	20	87	34	30	3	41	72	71
3	16	19	58	39	69	2	79	19	72
79	38	70	75	31	46	30	16	70	93
28	1	67	3	91	21	97	80	48	40
78	17	40	26	55	10	56	36	74	22
73	96	65	77	75	15	96	76	4	32
2	84	91	50	68	62	44	85	4	100
56	19	48	46	52	46	94	92	12	82
94	4	4	94	83	58	80	52	21	84
5	85	94	55	36	79	26	47	35	17
39	53	79	88	31	94	8	38	94	74
36	73	18	15	22	52	39	68	23	22
